occurred_date,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day
2019-03-27,AGG ROBBERY/DEADLY WEAPON,N,2019-03-27 17:55:00,DEPARTMENT / DISCOUNT STORE,710 E BEN WHITE BLVD SVRD WB,78704.0,3.0,DA,2,C,2019-06-17 00:00:00,30.2200027,-97.75439457,2019,3,13,27
2019-03-27,AGG ASSAULT,N,2019-03-27 16:37:00,RESIDENCE / HOME,6014 PALM CIR,78741.0,3.0,HE,3,N,2019-04-19 00:00:00,30.23440096,-97.70100634,2019,3,13,27
2019-03-27,AGG ASSAULT,N,2019-03-27 17:52:00,STREETS / HWY / ROAD / ALLEY,E KOENIG LN / DUVAL ST,78752.0,4.0,ID,6,N,2019-04-24 00:00:00,30.32107489,-97.71667752,2019,3,13,27
2019-03-27,AGG ASSAULT,N,2019-03-27 14:36:00,RESIDENCE / HOME,421 THOMPSON LN,78742.0,3.0,HE,5,C,2019-03-27 00:00:00,30.23937836,-97.68283109,2019,3,13,27
2019-03-27,RAPE,Y,2019-03-27 14:11:00,RESIDENCE / HOME,4900 BLOCK S IH 35 SVRD NB,78744.0,2.0,FR,5,N,2020-07-29 00:00:00,,,2019,3,13,27
2019-03-28,RAPE,Y,2019-03-28 02:44:00,RESIDENCE / HOME,9400 BLOCK KISOBA TER,78749.0,8.0,DA,7,C,2019-03-28 00:00:00,,,2019,3,13,28
2019-03-28,AGG ASSAULT,N,2019-03-28 23:57:00,STREETS / HWY / ROAD / ALLEY,4404 E OLTORF ST,78741.0,3.0,HE,4,N,2019-04-30 00:00:00,30.22706496,-97.72624614,2019,3,13,28
2019-03-28,AGG ROBBERY/DEADLY WEAPON,N,2019-03-29 00:46:00,RESIDENCE / HOME,9505 BURNET RD,78758.0,7.0,AD,1,N,2019-06-28 00:00:00,30.37860918,-97.72461698,2019,3,13,28
2019-03-29,AGG ASSAULT,N,2019-03-29 18:51:00,STREETS / HWY / ROAD / ALLEY,S 1ST ST / BARTON SPRINGS RD,78704.0,9.0,DA,1,N,2019-04-16 00:00:00,30.2583817,-97.75007452,2019,3,13,29
2019-03-30,AGG ROBBERY/DEADLY WEAPON,N,2019-03-30 15:51:00,CONVENIENCE STORE,825 E RUNDBERG LN,78753.0,4.0,ED,3,N,2019-12-19 00:00:00,30.35643762,-97.68685162,2019,3,13,30
2019-03-30,AGG ROBBERY/DEADLY WEAPON,N,2019-03-30 04:46:00,GAS / SERVICE STATIONS,11643 RESEARCH BLVD NB,78759.0,6.0,AD,2,N,2019-06-28 00:00:00,30.41616263,-97.74608101,2019,3,13,30
2019-03-30,AGG ASSAULT,N,2019-03-30 10:25:00,STREETS / HWY / ROAD / ALLEY,2500 E 7TH ST,78702.0,3.0,CH,2,C,2019-04-09 00:00:00,30.26115743,-97.71340002,2019,3,13,30
2019-03-30,AGG ASSAULT,N,2019-03-30 15:57:00,BAR / NIGHT CLUB,83 RAINEY ST,78701.0,9.0,GE,3,N,2019-04-22 00:00:00,30.25939386,-97.73823626,2019,3,13,30
2019-03-31,AGG ASSAULT,N,2019-03-31 05:17:00,STREETS / HWY / ROAD / ALLEY,300 BLOCK BRAZOS ST,78701.0,9.0,GE,3,C,2019-06-04 00:00:00,30.26537505,-97.7424099,2019,3,13,31
2019-03-31,AGG ASSAULT,N,2019-03-31 00:17:00,PARKING LOTS / GARAGE,900 E BRAKER LN,78753.0,1.0,ED,7,N,2019-07-12 00:00:00,30.37685523,-97.67336164,2019,3,13,31
2019-03-31,RAPE,N,2019-03-31 23:13:00,RESIDENCE / HOME,7300 BLOCK BLUFF SPRINGS RD,78744.0,2.0,FR,8,N,2019-05-02 00:00:00,,,2019,3,13,31
2019-03-31,AGG ASSAULT,N,2019-03-31 12:40:00,STREETS / HWY / ROAD / ALLEY,2320 E RIVERSIDE DR,78741.0,3.0,HE,2,N,2019-04-02 00:00:00,30.23754203,-97.72521576,2019,3,13,31
2019-03-31,AGG ASSAULT,N,2019-03-31 21:30:00,BAR / NIGHT CLUB,7522 N IH 35 SVRD SB,78752.0,4.0,ID,8,C,2019-04-01 00:00:00,30.33847755,-97.70395965,2019,3,13,31
2019-03-31,AGG ROBBERY/DEADLY WEAPON,N,2019-03-31 19:48:00,CONVENIENCE STORE,13201 N FM 620 RD NB,78729.0,6.0,AD,5,C,2019-04-09 00:00:00,30.46793555,-97.79250733,2019,3,13,31
2019-03-31,RAPE,N,2019-03-31 00:55:00,CONVENIENCE STORE,6600 BLOCK S PLEASANT VALLEY RD,78744.0,2.0,FR,8,N,2019-04-10 00:00:00,,,2019,3,13,31
2019-04-01,RAPE,N,2020-05-01 14:48:00,FIELD / WOODS,GRO00 BLOCK BLVD / E RIVERSIDE DR,78741.0,3.0,HE,3,N,2020-06-11 00:00:00,,,2019,4,14,1
2019-04-01,RAPE,N,2019-04-13 03:08:00,PARKING LOTS / GARAGE,2100 BLOCK WICKERSHAM LN,78741.0,3.0,HE,4,N,2019-05-09 00:00:00,,,2019,4,14,1
2019-04-01,AGG ASSAULT,N,2019-04-04 10:25:00,HOTEL / MOTEL / ETC.,1024 E ANDERSON LN SVRD WB,78753.0,4.0,ID,2,N,2019-04-08 00:00:00,30.33677929,-97.69345666,2019,4,14,1
2019-04-01,RAPE,N,2019-09-14 08:32:00,RESIDENCE / HOME,2400 BLOCK LEON ST,78705.0,9.0,BA,3,N,2020-05-05 00:00:00,,,2019,4,14,1
2019-04-01,AGG ASSAULT,N,2019-04-01 02:44:00,STREETS / HWY / ROAD / ALLEY,3201 ESPERANZA XING,78758.0,7.0,AD,2,N,2019-04-22 00:00:00,30.3991689,-97.72357206,2019,4,14,1
2019-04-01,AGG ROBBERY/DEADLY WEAPON,N,2019-04-03 12:07:00,RESIDENCE / HOME,10303 GOLDEN MEADOW DR,78758.0,4.0,ED,2,N,2019-04-04 00:00:00,30.38023166,-97.71084688,2019,4,14,1
2019-04-01,AGG ASSAULT,N,2019-04-01 00:00:00,RESIDENCE / HOME,8412 TWIGGY LN,78747.0,2.0,FR,7,N,2019-04-11 00:00:00,30.15709129,-97.74835724,2019,4,14,1
2019-04-02,AGG ROBBERY/DEADLY WEAPON,N,2019-04-02 07:07:00,GAS / SERVICE STATIONS,13014 POND SPRINGS RD,78729.0,6.0,AD,4,C,2019-04-19 00:00:00,30.44090837,-97.77369554,2019,4,14,2
2019-04-02,AGG ASSAULT,N,2019-04-02 14:26:00,STREETS / HWY / ROAD / ALLEY,835 N PLEASANT VALLEY RD,78702.0,3.0,CH,2,N,2019-05-06 00:00:00,30.26467292,-97.70764897,2019,4,14,2
2019-04-02,AGG ASSAULT,N,2019-04-02 01:10:00,HOTEL / MOTEL / ETC.,9420 N IH 35 SVRD SB,78753.0,4.0,ED,1,N,2019-05-09 00:00:00,30.35979391,-97.688358,2019,4,14,2
2019-04-03,AGG ROBBERY/DEADLY WEAPON,N,2019-04-03 02:04:00,CONVENIENCE STORE,606 W SLAUGHTER LN,78748.0,2.0,FR,3,C,2019-04-11 00:00:00,30.1729276,-97.79966865,2019,4,14,3
2019-04-03,RAPE,N,2019-04-03 12:55:00,RESIDENCE / HOME,3200 BLOCK DUVAL RD,78759.0,7.0,AD,2,N,2019-06-10 00:00:00,,,2019,4,14,3
2019-04-03,AGG ASSAULT,N,2019-04-03 20:16:00,PARKING LOTS / GARAGE,1600 WICKERSHAM LN,78741.0,3.0,HE,3,N,2019-04-24 00:00:00,30.23597684,-97.71859364,2019,4,14,3
2019-04-04,RAPE,N,2019-04-04 23:57:00,RESIDENCE / HOME,6100 BLOCK MANOR RD,78723.0,1.0,ID,4,N,2019-05-27 00:00:00,,,2019,4,14,4
2019-04-04,AGG ROBBERY/DEADLY WEAPON,N,2019-04-04 13:06:00,PARKING LOTS / GARAGE,13021 LEGENDARY DR,78727.0,6.0,AD,3,N,2019-04-12 00:00:00,30.43529888,-97.7304018,2019,4,14,4
2019-04-04,AGG ASSAULT,N,2019-04-04 21:31:00,RESIDENCE / HOME,5511 MANOR RD,78723.0,1.0,ID,4,N,2019-04-10 00:00:00,30.30291996,-97.68268665,2019,4,14,4
2019-04-05,AGG ASSAULT,N,2019-04-05 04:21:00,STREETS / HWY / ROAD / ALLEY,8900 SHOAL CREEK BLVD,78757.0,7.0,BA,6,N,2019-05-17 00:00:00,30.37575454,-97.73356966,2019,4,14,5
2019-04-05,AGG ASSAULT,N,2019-04-05 21:17:00,STREETS / HWY / ROAD / ALLEY,S PLEASANT VALLEY RD / E OLTORF ST,78741.0,3.0,HE,4,N,2019-04-10 00:00:00,30.22745636,-97.72777483,2019,4,14,5
2019-04-05,AGG ASSAULT,N,2019-04-05 19:44:00,GAS / SERVICE STATIONS,9001 CAMERON RD,78754.0,1.0,ED,5,N,2019-04-17 00:00:00,30.34642097,-97.67688683,2019,4,14,5
2019-04-05,AGG ASSAULT,N,2019-04-05 21:55:00,STREETS / HWY / ROAD / ALLEY,W STASSNEY LN / S 1ST ST,78745.0,2.0,FR,4,N,2019-04-10 00:00:00,30.20846966,-97.78152949,2019,4,14,5
2019-04-05,AGG ROBBERY/DEADLY WEAPON,N,2019-04-05 13:51:00,PARKING LOTS / GARAGE,10212 BROWNIE DR,78753.0,4.0,ED,1,N,2019-05-10 00:00:00,30.36830039,-97.68487038,2019,4,14,5
2019-04-05,AGG ASSAULT,Y,2019-04-05 20:14:00,RESIDENCE / HOME,744 W WILLIAM CANNON DR,78745.0,2.0,FR,4,N,2019-04-11 00:00:00,30.19835668,-97.78926252,2019,4,14,5
2019-04-05,AGG ASSAULT,N,2019-04-05 23:12:00,PARKING LOTS / GARAGE,7206 ED BLUESTEIN BLVD SVRD SB,78723.0,1.0,CH,4,N,2019-06-06 00:00:00,30.31491301,-97.66353628,2019,4,14,5
2019-04-05,AGG ROBBERY/DEADLY WEAPON,N,2019-04-05 05:15:00,CONVENIENCE STORE,12000 N MOPAC EXPY SVRD SB,78759.0,7.0,AD,3,N,2019-06-28 00:00:00,30.409149,-97.71596233,2019,4,14,5
2019-04-06,AGG ROBBERY/DEADLY WEAPON,N,2019-04-06 22:43:00,PARKING LOTS / GARAGE,12151 N IH 35 SVRD NB,78753.0,1.0,ED,7,N,2019-05-15 00:00:00,30.39438783,-97.67065387,2019,4,14,6
2019-04-06,AGG ASSAULT,N,2019-04-08 01:20:00,STREETS / HWY / ROAD / ALLEY,407 E 7TH ST,78701.0,9.0,GE,2,N,2019-06-12 00:00:00,30.26764105,-97.73845499,2019,4,14,6
2019-04-06,AGG ROBBERY/DEADLY WEAPON,N,2019-04-06 00:53:00,PARKING LOTS / GARAGE,1088 PARK PLZ,78753.0,4.0,ED,3,N,2019-04-23 00:00:00,30.34887091,-97.6852326,2019,4,14,6
2019-04-06,AGG ROBBERY/DEADLY WEAPON,N,2019-04-06 23:09:00,STREETS / HWY / ROAD / ALLEY,1400 BLOCK E 2ND ST,78702.0,3.0,CH,1,N,2019-05-03 00:00:00,30.25983218,-97.72920444,2019,4,14,6
2019-04-06,RAPE,N,2019-04-06 01:20:00,STREETS / HWY / ROAD / ALLEY,800 BLOCK SAN MARCOS ST,78702.0,1.0,CH,2,N,2019-08-01 00:00:00,,,2019,4,14,6
2019-04-06,AGG ASSAULT,N,2019-04-06 23:11:00,STREETS / HWY / ROAD / ALLEY,6309 TOSCANA AVE,78724.0,1.0,CH,6,C,2019-06-10 00:00:00,30.29300317,-97.63999467,2019,4,14,6
2019-04-06,AGG ROBBERY/DEADLY WEAPON,N,2019-04-06 19:03:00,STREETS / HWY / ROAD / ALLEY,4300 BARROW AVE,78751.0,9.0,BA,5,N,2019-04-30 00:00:00,30.30589159,-97.72430363,2019,4,14,6
2019-04-06,AGG ASSAULT,N,2019-04-06 10:59:00,PARKING LOTS / GARAGE,4220 S IH 35 SVRD SB,78745.0,3.0,DA,3,N,2019-04-10 00:00:00,30.21451221,-97.75407881,2019,4,14,6
2019-04-06,AGG ASSAULT,N,2019-04-06 01:10:00,PARKING LOTS / GARAGE,1212 WESTHEIMER DR,78752.0,4.0,ID,1,N,2019-05-15 00:00:00,30.32578989,-97.69444533,2019,4,14,6
2019-04-06,RAPE,N,2019-04-06 06:43:00,OTHER / UNKNOWN,1800 BLOCK AIRPORT COMMERCE DR,78741.0,3.0,HE,5,N,2019-05-24 00:00:00,,,2019,4,14,6
2019-04-07,RAPE,N,2019-04-07 02:12:00,RESIDENCE / HOME,8500 BLOCK S IH 35 NB,78744.0,2.0,FR,7,N,2019-05-02 00:00:00,,,2019,4,14,7
2019-04-07,AGG ASSAULT,N,2019-04-07 03:47:00,RESIDENCE / HOME,4803 LOYOLA LN,78723.0,1.0,CH,4,N,2019-04-11 00:00:00,30.30849371,-97.66631637,2019,4,14,7
2019-04-07,RAPE,N,2019-04-07 00:16:00,FIELD / WOODS,1500 BLOCK BLOCK CROZIER LN,78617.0,2.0,HE,8,N,2019-06-18 00:00:00,,,2019,4,14,7
2019-04-07,AGG ROBBERY/DEADLY WEAPON,N,2019-04-07 07:55:00,HOTEL / MOTEL / ETC.,909 E KOENIG LN SVRD EB,78751.0,4.0,ID,6,N,2019-04-16 00:00:00,30.32085631,-97.70934743,2019,4,14,7
2019-04-08,RAPE,N,2019-04-08 02:29:00,BAR / NIGHT CLUB,3000 BLOCK W WILLIAM CANNON DR,78745.0,5.0,DA,4,N,2019-07-09 00:00:00,,,2019,4,15,8
2019-04-08,AGG ROBBERY/DEADLY WEAPON,N,2019-04-08 00:23:00,STREETS / HWY / ROAD / ALLEY,5305 SPRING MEADOW RD,78744.0,2.0,FR,6,N,2019-07-16 00:00:00,30.19650881,-97.73585685,2019,4,15,8
2019-04-08,AGG ASSAULT,N,2019-04-08 22:39:00,OTHER / UNKNOWN,501 E 8TH ST,78701.0,9.0,GE,2,C,2019-04-10 00:00:00,30.26835472,-97.73743455,2019,4,15,8
2019-04-08,AGG ASSAULT,N,2019-04-08 04:07:00,STREETS / HWY / ROAD / ALLEY,9601 S IH 35 SVRD NB,78744.0,5.0,FR,7,N,2019-04-23 00:00:00,30.16103508,-97.78787119,2019,4,15,8
2019-04-09,AGG ROBBERY/DEADLY WEAPON,N,2019-04-09 20:14:00,RESIDENCE / HOME,9133 NORTHGATE BLVD,78758.0,4.0,ED,2,C,2019-04-14 00:00:00,30.3711701,-97.71587339,2019,4,15,9
2019-04-09,MURDER,N,2019-04-09 22:44:00,PARK / PLAYGROUND,3911 E 12TH ST,78721.0,1.0,CH,4,C,2019-06-03 00:00:00,30.27825263,-97.69111511,2019,4,15,9
2019-04-10,AGG ASSAULT,N,2019-04-10 16:13:00,STREETS / HWY / ROAD / ALLEY,7906 RUNNING WATER DR,78747.0,2.0,FR,7,N,2019-04-15 00:00:00,30.15953636,-97.74142387,2019,4,15,10
2019-04-10,AGG ASSAULT,N,2019-04-10 22:36:00,STREETS / HWY / ROAD / ALLEY,613 CONGRESS AVE,78701.0,9.0,GE,2,C,2019-04-11 00:00:00,30.268454,-97.7422037,2019,4,15,10
2019-04-10,AGG ASSAULT,N,2019-04-10 18:20:00,TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS),800 W RUNDBERG LN,78758.0,4.0,ED,1,N,2019-04-15 00:00:00,30.36326498,-97.6970452,2019,4,15,10
2019-04-10,AGG ROBBERY/DEADLY WEAPON,N,2019-04-10 03:53:00,PARKING LOTS / GARAGE,5812 N IH 35 SVRD SB,78751.0,4.0,ID,6,C,2019-05-14 00:00:00,30.3198323,-97.70796135,2019,4,15,10
2019-04-11,AGG ASSAULT,N,2019-04-11 18:32:00,PARK / PLAYGROUND,7000 DECKER LN,78724.0,1.0,CH,7,C,2019-05-28 00:00:00,30.29674707,-97.62618511,2019,4,15,11
2019-04-11,AGG ASSAULT,N,2019-04-11 21:06:00,PARKING LOTS / GARAGE,525 W SLAUGHTER LN,78748.0,5.0,FR,2,N,2019-04-15 00:00:00,30.17192026,-97.79949247,2019,4,15,11
2019-04-11,RAPE,Y,2019-04-17 21:53:00,RESIDENCE / HOME,7000 BLOCK DECKER LN,78724.0,1.0,CH,7,N,2019-06-24 00:00:00,,,2019,4,15,11
2019-04-11,AGG ROBBERY/DEADLY WEAPON,N,2019-04-11 15:28:00,PARKING LOTS / GARAGE,9106 N IH 35 SVRD SB,78753.0,4.0,ED,1,C,2019-04-18 00:00:00,30.35647202,-97.69052006,2019,4,15,11
2019-04-11,AGG ASSAULT,N,2019-04-11 22:40:00,PARKING LOTS / GARAGE,9009 N FM 620 RD,78726.0,6.0,AD,8,N,2019-05-31 00:00:00,30.4322866,-97.84065848,2019,4,15,11
2019-04-11,AGG ASSAULT,N,2019-04-11 21:09:00,PARK / PLAYGROUND,900 W 9TH ST,78701.0,9.0,GE,1,C,2019-04-16 00:00:00,30.27373748,-97.75133669,2019,4,15,11
2019-04-12,AGG ASSAULT,N,2019-04-13 01:23:00,RESIDENCE / HOME,3309 HARRIS PARK AVE,78705.0,9.0,BA,1,C,2019-04-13 00:00:00,30.2948371,-97.72967351,2019,4,15,12
2019-04-12,AGG ASSAULT,N,2019-04-12 15:07:00,STREETS / HWY / ROAD / ALLEY,E ANDERSON LN SVRD WB / N IH 35 SVRD NB,78753.0,4.0,ID,2,C,2019-04-12 00:00:00,30.3388549,-97.69956405,2019,4,15,12
2019-04-12,AGG ASSAULT,N,2019-04-12 15:43:00,OTHER / UNKNOWN,5806 EMERALD FOREST DR,78745.0,2.0,FR,4,N,2019-04-23 00:00:00,30.20851209,-97.78905207,2019,4,15,12
2019-04-12,AGG ASSAULT,N,2019-04-12 18:03:00,PARKING LOTS / GARAGE,1434 W WELLS BRANCH PKWY,78660.0,7.0,ED,6,C,2019-04-12 00:00:00,30.44268028,-97.66421205,2019,4,15,12
2019-04-12,AGG ASSAULT,Y,2019-04-12 03:56:00,RESIDENCE / HOME,1501 REAGAN HILL DR,78752.0,4.0,ID,2,C,2019-04-12 00:00:00,30.32628674,-97.6902594,2019,4,15,12
2019-04-12,AGG ASSAULT,N,2019-04-12 21:57:00,STREETS / HWY / ROAD / ALLEY,3800 S CONGRESS AVE,78704.0,3.0,DA,2,N,2019-05-15 00:00:00,30.22588366,-97.76236756,2019,4,15,12
2019-04-12,AGG ROBBERY/DEADLY WEAPON,N,2019-04-12 19:53:00,OTHER / UNKNOWN,1011 W 5TH ST,78703.0,9.0,BA,2,N,2020-01-05 00:00:00,30.27045392,-97.75558804,2019,4,15,12
2019-04-13,AGG ASSAULT,N,2019-04-13 00:05:00,PARKING LOTS / GARAGE,12151 N IH 35 SVRD NB,78753.0,1.0,ED,7,N,2019-04-19 00:00:00,30.39438783,-97.67065387,2019,4,15,13
2019-04-13,AGG ASSAULT,N,2019-04-13 11:54:00,STREETS / HWY / ROAD / ALLEY,901 W BEN WHITE BLVD SVRD EB,78745.0,3.0,DA,3,N,2019-04-15 00:00:00,30.22637546,-97.7744276,2019,4,15,13
2019-04-13,RAPE,N,2019-04-13 02:01:00,STREETS / HWY / ROAD / ALLEY,800 BLOCK E WILLIAM CANNON DR,78745.0,2.0,FR,3,N,2019-05-06 00:00:00,,,2019,4,15,13
2019-04-13,AGG ASSAULT,N,2019-04-13 05:18:00,RESIDENCE / HOME,4900 MUELLER BLVD,78723.0,9.0,BA,4,N,2019-04-17 00:00:00,30.30349794,-97.70621861,2019,4,15,13
2019-04-14,RAPE,N,2019-04-23 18:30:00,BAR / NIGHT CLUB,400 BLOCK COLORADO ST,78701.0,9.0,GE,1,N,2019-06-03 00:00:00,,,2019,4,15,14
2019-04-14,AGG ASSAULT,N,2019-04-14 02:07:00,RESTAURANTS,901 LITTLE TEXAS LN,78745.0,2.0,FR,4,N,2019-05-21 00:00:00,30.19818386,-97.76915533,2019,4,15,14
2019-04-14,RAPE,Y,2019-04-16 18:08:00,SCHOOL - ELEMENTARY / SECONDARY,1200 BLOCK PAYTON GIN RD,78758.0,4.0,ED,2,N,2019-07-01 00:00:00,,,2019,4,15,14
2019-04-14,AGG ROBBERY/DEADLY WEAPON,N,2019-04-14 17:20:00,OTHER / UNKNOWN,5433 S CONGRESS AVE,78745.0,3.0,DA,3,C,2019-04-19 00:00:00,30.20611435,-97.77389719,2019,4,15,14
2019-04-15,RAPE,N,2019-04-15 20:22:00,RESIDENCE / HOME,1800 BLOCK E STASSNEY LN,78744.0,2.0,FR,5,N,2019-05-09 00:00:00,,,2019,4,16,15
2019-04-15,AGG ASSAULT,N,2019-04-17 14:25:00,PARKING LOTS / GARAGE,2504 HUNTWICK DR,78741.0,3.0,HE,4,N,2019-07-08 00:00:00,30.22527133,-97.72757724,2019,4,16,15
2019-04-16,AGG ASSAULT,N,2019-04-16 00:58:00,RESIDENCE / HOME,1501 REAGAN HILL DR,78752.0,4.0,ID,2,N,2019-05-29 00:00:00,30.32628674,-97.6902594,2019,4,16,16
2019-04-16,AGG ASSAULT,N,2019-04-16 18:22:00,PARK / PLAYGROUND,6000 BLOCK MANCHACA RD,78745.0,5.0,DA,4,C,2019-04-17 00:00:00,,,2019,4,16,16
2019-04-16,AGG ASSAULT,N,2019-04-16 22:34:00,ABANDONED/CONDEMNED STRUCTURE,E 6TH ST / NECHES ST,78701.0,9.0,GE,2,N,2019-05-14 00:00:00,30.26678161,-97.73825313,2019,4,16,16
2019-04-16,AGG ASSAULT,N,2019-04-16 22:24:00,PARKING LOTS / GARAGE,10300 GOLDEN MEADOW DR,78758.0,4.0,ED,2,N,2019-04-23 00:00:00,30.38041081,-97.71140349,2019,4,16,16
2019-04-17,AGG ASSAULT,N,2019-04-17 13:41:00,STREETS / HWY / ROAD / ALLEY,2000 BLOCK CONESTOGA TRL,78744.0,2.0,FR,5,N,2019-05-01 00:00:00,30.19643292,-97.75783212,2019,4,16,17
2019-04-17,AGG ASSAULT,N,2019-04-17 18:18:00,GAS / SERVICE STATIONS,7200 CAMERON RD,78752.0,4.0,ID,1,N,2019-05-28 00:00:00,30.32668116,-97.69244891,2019,4,16,17
2019-04-18,RAPE,Y,2019-04-18 13:24:00,RESIDENCE / HOME,10700 BLOCK LAKE CREEK PKWY,78750.0,6.0,AD,6,N,2019-08-20 00:00:00,,,2019,4,16,18
2019-04-18,AGG ROBBERY/DEADLY WEAPON,N,2019-04-18 12:17:00,STREETS / HWY / ROAD / ALLEY,LAMBIE ST / EAST AVE,78701.0,9.0,GE,3,N,2020-02-24 00:00:00,30.25660993,-97.73847899,2019,4,16,18
2019-04-18,AGG ASSAULT,N,2019-04-18 22:53:00,GAS / SERVICE STATIONS,1601 E ST ELMO RD,78744.0,2.0,FR,5,N,2019-04-22 00:00:00,30.21227287,-97.7526851,2019,4,16,18
2019-04-18,AGG ASSAULT,N,2019-04-18 12:02:00,STREETS / HWY / ROAD / ALLEY,CHISOS PASS / RATON PASS,78724.0,1.0,CH,7,N,2019-04-23 00:00:00,30.31267051,-97.65940119,2019,4,16,18
2019-04-18,AGG ASSAULT,N,2019-04-18 13:50:00,STREETS / HWY / ROAD / ALLEY,13425 N FM 620 RD NB,78729.0,6.0,AD,5,N,2019-05-15 00:00:00,30.47109736,-97.78495912,2019,4,16,18
2019-04-19,AGG ROBBERY/DEADLY WEAPON,N,2019-04-19 00:11:00,STREETS / HWY / ROAD / ALLEY,306 W RUNDBERG LN,78753.0,4.0,ED,1,C,2019-04-25 00:00:00,30.36239452,-97.6945729,2019,4,16,19
2019-04-19,AGG ASSAULT,N,2019-04-19 15:46:00,PARKING LOTS / GARAGE,1190 AIRPORT BLVD,78702.0,1.0,CH,2,N,2019-04-29 00:00:00,30.27515329,-97.70102001,2019,4,16,19
2019-04-20,AGG ASSAULT,N,2019-04-20 17:33:00,PARKING LOTS / GARAGE,1105 W CESAR CHAVEZ ST,78703.0,9.0,BA,2,N,2019-04-24 00:00:00,30.26774295,-97.75836633,2019,4,16,20
2019-04-20,AGG ROBBERY/DEADLY WEAPON,N,2019-04-20 02:34:00,STREETS / HWY / ROAD / ALLEY,13604 CAMPESINA DR,78727.0,7.0,AD,3,C,2019-04-20 00:00:00,30.43051022,-97.68774717,2019,4,16,20
2019-04-20,AGG ROBBERY/DEADLY WEAPON,N,2019-04-20 20:22:00,RESIDENCE / HOME,9001 NORTHGATE BLVD,78758.0,4.0,ED,2,N,2019-07-12 00:00:00,30.3691692,-97.71701881,2019,4,16,20
2019-04-20,AGG ASSAULT,N,2019-04-20 22:35:00,PARKING LOTS / GARAGE,6307 CAMERON RD,78723.0,1.0,ID,5,N,2019-04-27 00:00:00,30.32022465,-97.6951872,2019,4,16,20
2019-04-20,RAPE,N,2019-05-23 14:45:00,RESIDENCE / HOME,12100 BLOCK LAVINIA LN,78753.0,1.0,ED,7,N,2019-06-13 00:00:00,,,2019,4,16,20
2019-04-21,RAPE,Y,2019-04-25 15:55:00,RESIDENCE / HOME,4500 BLOCK MAGIN MEADOW DR,78744.0,2.0,FR,8,N,2019-05-24 00:00:00,,,2019,4,16,21
2019-04-21,AGG ASSAULT,N,2019-04-21 09:14:00,STREETS / HWY / ROAD / ALLEY,5400 TIERRA ALTA CIR,78617.0,2.0,HE,7,N,2019-04-24 00:00:00,30.17360668,-97.62932774,2019,4,16,21
2019-04-22,AGG ROBBERY/DEADLY WEAPON,N,2019-04-22 11:22:00,LIQUOR STORE,6305 CAMERON RD,78723.0,1.0,ID,5,N,2019-07-12 00:00:00,30.32029813,-97.69541662,2019,4,17,22
2019-04-22,AGG ASSAULT,N,2019-04-22 23:54:00,STREETS / HWY / ROAD / ALLEY,1881 GROVE BLVD,78741.0,3.0,HE,3,N,2019-05-15 00:00:00,30.22863192,-97.70615517,2019,4,17,22
2019-04-22,AGG ASSAULT,N,2019-04-22 08:38:00,PARKING LOTS / GARAGE,500 CANYON RIDGE DR,78753.0,7.0,ED,6,C,2019-04-22 00:00:00,30.4052639,-97.67189559,2019,4,17,22
2019-04-22,AGG ASSAULT,N,2019-04-22 14:31:00,STREETS / HWY / ROAD / ALLEY,PACKSADDLE TO BEN WHIT EB RAMP / W BEN WHITE BLVD EB,78745.0,5.0,DA,3,N,2019-04-28 00:00:00,30.22930516,-97.78715507,2019,4,17,22
2019-04-22,AGG ASSAULT,N,2019-04-22 21:42:00,STREETS / HWY / ROAD / ALLEY,7100 KILDARE CV,78724.0,1.0,CH,7,N,2019-05-13 00:00:00,30.29863677,-97.64199595,2019,4,17,22
2019-04-22,AGG ASSAULT,Y,2019-04-22 21:50:00,RESIDENCE / HOME,707 E CESAR CHAVEZ ST,78701.0,9.0,GE,3,,,30.2609912,-97.73739174,2019,4,17,22
2019-04-22,AGG ROBBERY/DEADLY WEAPON,N,2019-04-22 09:06:00,STREETS / HWY / ROAD / ALLEY,1123 RUTLAND DR,78758.0,4.0,ED,1,N,2019-04-25 00:00:00,30.36605676,-97.70160601,2019,4,17,22
2019-04-24,AGG ROBBERY/DEADLY WEAPON,N,2019-04-24 20:18:00,CONVENIENCE STORE,209 E 6TH ST,78701.0,9.0,GE,2,C,2019-04-24 00:00:00,30.26731856,-97.74113787,2019,4,17,24
2019-04-24,AGG ASSAULT,N,2019-04-24 21:30:00,STREETS / HWY / ROAD / ALLEY,6000 E STASSNEY LN,78744.0,2.0,FR,6,N,2019-05-27 00:00:00,30.19574083,-97.72581228,2019,4,17,24
2019-04-24,AGG ROBBERY/DEADLY WEAPON,N,2019-04-24 13:20:00,CONVENIENCE STORE,7844 BURNET RD,78757.0,7.0,BA,6,C,2019-04-24 00:00:00,30.35604211,-97.73163995,2019,4,17,24
2019-04-24,AGG ASSAULT,N,2019-04-24 20:53:00,PARKING LOTS / GARAGE,102 W POWELL LN,78753.0,4.0,ED,1,N,2019-05-06 00:00:00,30.34801409,-97.70333819,2019,4,17,24
